Cloth Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Mycolic Medicine,250248,"+137 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 35629 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 20360.
""""A draught from a species long lost everywhere but in dreams.""""","+141 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 37229 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 21274.
""""A draught from a species long lost everywhere but in dreams.""""","+145 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 38890 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 22223.
""""A draught from a species long lost everywhere but in dreams.""""","+150 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 41205 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 23546.
""""A draught from a species long lost everywhere but in dreams.""""","+154 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 43020 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 24583.
""""A draught from a species long lost everywhere but in dreams.""""","+159 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 44905 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 25660.
""""A draught from a species long lost everywhere but in dreams.""""",https://www.wowhead.com/item=250248
Nibbles' Training Rod,251141,"124 - 186 Damage
Speed 3.60
(43.1 damage per second)
+838 Intellect
+2,794 Stamina
+104 Critical Strike
+74 Haste","128 - 192 Damage
Speed 3.60
(44.3 damage per second)
+862 Intellect
+2,896 Stamina
+105 Critical Strike
+75 Haste","131 - 197 Damage
Speed 3.60
(45.6 damage per second)
+886 Intellect
+3,002 Stamina
+107 Critical Strike
+76 Haste","136 - 205 Damage
Speed 3.60
(47.4 damage per second)
+920 Intellect
+3,143 Stamina
+109 Critical Strike
+77 Haste","140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+110 Critical Strike
+78 Haste","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+112 Critical Strike
+79 Haste",https://www.wowhead.com/item=251141
Nibbling Armbands,251129,"44 Armor
+81 Intellect
+1,572 Stamina
+37 Critical Strike
+63 Haste","45 Armor
+83 Intellect
+1,629 Stamina
+38 Critical Strike
+64 Haste","46 Armor
+86 Intellect
+1,689 Stamina
+38 Critical Strike
+64 Haste","47 Armor
+89 Intellect
+1,768 Stamina
+39 Critical Strike
+66 Haste","48 Armor
+91 Intellect
+1,830 Stamina
+39 Critical Strike
+66 Haste","49 Armor
+94 Intellect
+1,895 Stamina
+40 Critical Strike
+67 Haste",https://www.wowhead.com/item=251129
Nocuous Focal Fang,273790,"+419 Intellect
+1,397 Stamina
+52 Haste
+37 Mastery","+431 Intellect
+1,448 Stamina
+53 Haste
+37 Mastery","+443 Intellect
+1,501 Stamina
+53 Haste
+38 Mastery","+460 Intellect
+1,572 Stamina
+54 Haste
+38 Mastery","+473 Intellect
+1,627 Stamina
+55 Haste
+39 Mastery","+486 Intellect
+1,684 Stamina
+56 Haste
+39 Mastery",https://www.wowhead.com/item=273790
Ouroborial Sash,158355,"50 Armor
+108 Intellect
+2,096 Stamina
+52 Haste
+81 Mastery","51 Armor
+111 Intellect
+2,172 Stamina
+53 Haste
+82 Mastery","52 Armor
+114 Intellect
+2,252 Stamina
+54 Haste
+83 Mastery","53 Armor
+118 Intellect
+2,358 Stamina
+55 Haste
+84 Mastery","55 Armor
+122 Intellect
+2,440 Stamina
+55 Haste
+86 Mastery","56 Armor
+125 Intellect
+2,527 Stamina
+56 Haste
+87 Mastery",https://www.wowhead.com/item=158355
Overseer's Diadem,251219,"66 Armor
+144 Intellect
+2,794 Stamina
+104 Haste
+74 Mastery","67 Armor
+148 Intellect
+2,896 Stamina
+105 Haste
+75 Mastery","69 Armor
+152 Intellect
+3,002 Stamina
+107 Haste
+76 Mastery","70 Armor
+158 Intellect
+3,143 Stamina
+109 Haste
+77 Mastery","72 Armor
+162 Intellect
+3,254 Stamina
+110 Haste
+78 Mastery","73 Armor
+167 Intellect
+3,369 Stamina
+112 Haste
+79 Mastery",https://www.wowhead.com/item=251219
Pendant of Malefic Fury,251142,"+1,572 Stamina
+107 Haste
+233 Mastery","+1,629 Stamina
+109 Haste
+237 Mastery","+1,689 Stamina
+111 Haste
+242 Mastery","+1,768 Stamina
+114 Haste
+248 Mastery","+1,830 Stamina
+116 Haste
+253 Mastery","+1,895 Stamina
+118 Haste
+258 Mastery",https://www.wowhead.com/item=251142
Perennial Frostbound Charm,251161,"+419 Intellect
+1,397 Stamina
+52 Critical Strike
+37 Versatility","+431 Intellect
+1,448 Stamina
+53 Critical Strike
+37 Versatility","+443 Intellect
+1,501 Stamina
+53 Critical Strike
+38 Versatility","+460 Intellect
+1,572 Stamina
+54 Critical Strike
+38 Versatility","+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Versatility","+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Versatility",https://www.wowhead.com/item=251161
Permafrost Essence,250244,"Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 75 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 55014 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 76 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 56711 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 78 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 58459 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 79 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 60874 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 80 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 62749 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 81 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 64683 damage per mark for 10 sec.",https://www.wowhead.com/item=250244
Pilfered Precious Band,251148,"+1,572 Stamina
+136 Critical Strike
+204 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,629 Stamina
+138 Critical Strike
+208 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,689 Stamina
+141 Critical Strike
+212 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,768 Stamina
+145 Critical Strike
+217 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,830 Stamina
+148 Critical Strike
+221 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,895 Stamina
+150 Critical Strike
+225 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""",https://www.wowhead.com/item=251148
Poisoner's Pauldrons,251222,"61 Armor
+108 Intellect
+2,096 Stamina
+84 Critical Strike
+49 Haste","62 Armor
+111 Intellect
+2,172 Stamina
+85 Critical Strike
+50 Haste","63 Armor
+114 Intellect
+2,252 Stamina
+86 Critical Strike
+51 Haste","65 Armor
+118 Intellect
+2,358 Stamina
+87 Critical Strike
+52 Haste","66 Armor
+122 Intellect
+2,440 Stamina
+89 Critical Strike
+52 Haste","67 Armor
+125 Intellect
+2,527 Stamina
+90 Critical Strike
+53 Haste",https://www.wowhead.com/item=251222
Polished Lightwood Channeler,273778,"55 - 92 Damage
Speed 1.80
(40.8 damage per second)
+419 Intellect
+1,397 Stamina
+49 Haste
+39 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (9474 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","56 - 95 Damage
Speed 1.80
(41.9 damage per second)
+431 Intellect
+1,448 Stamina
+50 Haste
+40 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (9899 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","58 - 97 Damage
Speed 1.80
(43.1 damage per second)
+443 Intellect
+1,501 Stamina
+51 Haste
+40 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (10341 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","60 - 101 Damage
Speed 1.80
(44.7 damage per second)
+460 Intellect
+1,572 Stamina
+52 Haste
+41 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (10956 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+52 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11439 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+53 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11940 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.",https://www.wowhead.com/item=273778
Primordial Robe of Rites,273775,"88 Armor
+144 Intellect
+2,794 Stamina
+104 Critical Strike
+74 Versatility","90 Armor
+148 Intellect
+2,896 Stamina
+105 Critical Strike
+75 Versatility","92 Armor
+152 Intellect
+3,002 Stamina
+107 Critical Strike
+76 Versatility","94 Armor
+158 Intellect
+3,143 Stamina
+109 Critical Strike
+77 Versatility","96 Armor
+162 Intellect
+3,254 Stamina
+110 Critical Strike
+78 Versatility","98 Armor
+167 Intellect
+3,369 Stamina
+112 Critical Strike
+79 Versatility",https://www.wowhead.com/item=273775
Ritual Binder's Ring,159459,"+1,572 Stamina
+223 Haste
+116 Versatility","+1,629 Stamina
+228 Haste
+119 Versatility","+1,689 Stamina
+232 Haste
+121 Versatility","+1,768 Stamina
+238 Haste
+124 Versatility","+1,830 Stamina
+242 Haste
+126 Versatility","+1,895 Stamina
+247 Haste
+129 Versatility",https://www.wowhead.com/item=159459
Robes of the Reborn Serpent,158362,"88 Armor
+144 Intellect
+2,794 Stamina
+100 Critical Strike
+77 Mastery","90 Armor
+148 Intellect
+2,896 Stamina
+102 Critical Strike
+78 Mastery","92 Armor
+152 Intellect
+3,002 Stamina
+103 Critical Strike
+79 Mastery","94 Armor
+158 Intellect
+3,143 Stamina
+105 Critical Strike
+81 Mastery","96 Armor
+162 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","98 Armor
+167 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery",https://www.wowhead.com/item=158362
Ruby Whelp Shell,193757,"+137 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+141 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+145 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+150 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)",https://www.wowhead.com/item=193757
Sandals of Wise Voodoo,159325,"55 Armor
+108 Intellect
+2,096 Stamina
+75 Versatility
+58 Mastery","56 Armor
+111 Intellect
+2,172 Stamina
+76 Versatility
+59 Mastery","57 Armor
+114 Intellect
+2,252 Stamina
+77 Versatility
+60 Mastery","59 Armor
+118 Intellect
+2,358 Stamina
+79 Versatility
+61 Mastery","60 Armor
+122 Intellect
+2,440 Stamina
+80 Versatility
+61 Mastery","61 Armor
+125 Intellect
+2,527 Stamina
+81 Versatility
+62 Mastery",https://www.wowhead.com/item=159325
Sandswept Sandals,158351,"55 Armor
+108 Intellect
+2,096 Stamina
+78 Critical Strike
+55 Mastery","56 Armor
+111 Intellect
+2,172 Stamina
+79 Critical Strike
+56 Mastery","57 Armor
+114 Intellect
+2,252 Stamina
+80 Critical Strike
+57 Mastery","59 Armor
+118 Intellect
+2,358 Stamina
+82 Critical Strike
+58 Mastery","60 Armor
+122 Intellect
+2,440 Stamina
+83 Critical Strike
+58 Mastery","61 Armor
+125 Intellect
+2,527 Stamina
+84 Critical Strike
+59 Mastery",https://www.wowhead.com/item=158351
Sapling of the Dawnroot,250259,"+137 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4069 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 10596) Holy damage split among nearby enemies.","+141 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4251 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 11072) Holy damage split among nearby enemies.","+145 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4441 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 11566) Holy damage split among nearby enemies.","+150 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4706 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12255) Holy damage split among nearby enemies.","+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4913 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12794) Holy damage split among nearby enemies.","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5128 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13355) Holy damage split among nearby enemies.",https://www.wowhead.com/item=250259
Seed of Radiant Hope,250254,"+137 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [17031 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 153300. (1 Min, 30 Sec Cooldown)","+141 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [17796 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 160181. (1 Min, 30 Sec Cooldown)","+145 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [18590 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 167329. (1 Min, 30 Sec Cooldown)","+150 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [19697 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 177293. (1 Min, 30 Sec Cooldown)","+154 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [20564 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 185102. (1 Min, 30 Sec Cooldown)","+159 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [21465 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 193211. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250254
Sethraliss' Defiled Relic,158368,"+137 Intellect
Use: Curse the target with a Rotten Wound, dealing (105288 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (6581 * 1) Nature damage. (2 Min Cooldown)","+141 Intellect
Use: Curse the target with a Rotten Wound, dealing (110014 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (6876 * 1) Nature damage. (2 Min Cooldown)","+145 Intellect
Use: Curse the target with a Rotten Wound, dealing (114924 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (7183 * 1) Nature damage. (2 Min Cooldown)","+150 Intellect
Use: Curse the target with a Rotten Wound, dealing (121767 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (7611 * 1) Nature damage. (2 Min Cooldown)","+154 Intellect
Use: Curse the target with a Rotten Wound, dealing (127130 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (7946 * 1) Nature damage. (2 Min Cooldown)","+159 Intellect
Use: Curse the target with a Rotten Wound, dealing (132699 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (8294 * 1) Nature damage. (2 Min Cooldown)",https://www.wowhead.com/item=158368
Sickening Signet of Atroxus,252258,"+1,572 Stamina
+233 Haste
+107 Mastery","+1,629 Stamina
+237 Haste
+109 Mastery","+1,689 Stamina
+242 Haste
+111 Mastery","+1,768 Stamina
+248 Haste
+114 Mastery","+1,830 Stamina
+253 Haste
+116 Mastery","+1,895 Stamina
+258 Haste
+118 Mastery",https://www.wowhead.com/item=252258
Signet of Snarling Servitude,251136,"+1,572 Stamina
+208 Critical Strike
+131 Mastery","+1,629 Stamina
+213 Critical Strike
+134 Mastery","+1,689 Stamina
+217 Critical Strike
+136 Mastery","+1,768 Stamina
+222 Critical Strike
+140 Mastery","+1,830 Stamina
+227 Critical Strike
+142 Mastery","+1,895 Stamina
+231 Critical Strike
+145 Mastery",https://www.wowhead.com/item=251136
Sky Saddle Cord,193760,"50 Armor
+108 Intellect
+2,096 Stamina
+75 Critical Strike
+58 Haste","51 Armor
+111 Intellect
+2,172 Stamina
+76 Critical Strike
+59 Haste","52 Armor
+114 Intellect
+2,252 Stamina
+77 Critical Strike
+60 Haste","53 Armor
+118 Intellect
+2,358 Stamina
+79 Critical Strike
+61 Haste","55 Armor
+122 Intellect
+2,440 Stamina
+80 Critical Strike
+61 Haste","56 Armor
+125 Intellect
+2,527 Stamina
+81 Critical Strike
+62 Haste",https://www.wowhead.com/item=193760
Speakeasy Shroud,251132,"65 Armor
+81 [Agility or Strength or Intellect]
+1,572 Stamina
+58 Critical Strike
+41 Mastery","66 Armor
+83 [Agility or Strength or Intellect]
+1,629 Stamina
+59 Critical Strike
+42 Mastery","67 Armor
+86 [Agility or Strength or Intellect]
+1,689 Stamina
+60 Critical Strike
+42 Mastery","69 Armor
+89 [Agility or Strength or Intellect]
+1,768 Stamina
+61 Critical Strike
+43 Mastery","70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+62 Critical Strike
+44 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+63 Critical Strike
+44 Mastery",https://www.wowhead.com/item=251132
Staff of the Lightning Serpent,158372,"124 - 186 Damage
Speed 3.60
(43.1 damage per second)
+838 Intellect
+2,794 Stamina
+100 Critical Strike
+77 Mastery","128 - 192 Damage
Speed 3.60
(44.3 damage per second)
+862 Intellect
+2,896 Stamina
+102 Critical Strike
+78 Mastery","131 - 197 Damage
Speed 3.60
(45.6 damage per second)
+886 Intellect
+3,002 Stamina
+103 Critical Strike
+79 Mastery","136 - 205 Damage
Speed 3.60
(47.4 damage per second)
+920 Intellect
+3,143 Stamina
+105 Critical Strike
+81 Mastery","140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery",https://www.wowhead.com/item=158372
Stormbound Emblem of Dazar,273649,"+137 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 929 up to 20 sec. (2 Min Cooldown)","+141 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 942 up to 20 sec. (2 Min Cooldown)","+145 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 955 up to 20 sec. (2 Min Cooldown)","+150 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 972 up to 20 sec. (2 Min Cooldown)","+154 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 984 up to 20 sec. (2 Min Cooldown)","+159 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 997 up to 20 sec. (2 Min Cooldown)",https://www.wowhead.com/item=273649
Strand of Warding Fangs,273781,"+1,572 Stamina
+193 Critical Strike
+146 Haste","+1,629 Stamina
+197 Critical Strike
+149 Haste","+1,689 Stamina
+201 Critical Strike
+152 Haste","+1,768 Stamina
+206 Critical Strike
+156 Haste","+1,830 Stamina
+210 Critical Strike
+159 Haste","+1,895 Stamina
+214 Critical Strike
+162 Haste",https://www.wowhead.com/item=273781
Summoner's Searing Shirt,251127,"88 Armor
+144 Intellect
+2,794 Stamina
+70 Versatility
+108 Mastery","90 Armor
+148 Intellect
+2,896 Stamina
+71 Versatility
+109 Mastery","92 Armor
+152 Intellect
+3,002 Stamina
+72 Versatility
+111 Mastery","94 Armor
+158 Intellect
+3,143 Stamina
+73 Versatility
+113 Mastery","96 Armor
+162 Intellect
+3,254 Stamina
+74 Versatility
+114 Mastery","98 Armor
+167 Intellect
+3,369 Stamina
+75 Versatility
+116 Mastery",https://www.wowhead.com/item=251127
Tempestuous Sandals,251137,"55 Armor
+108 Intellect
+2,096 Stamina
+78 Critical Strike
+55 Versatility","56 Armor
+111 Intellect
+2,172 Stamina
+79 Critical Strike
+56 Versatility","57 Armor
+114 Intellect
+2,252 Stamina
+80 Critical Strike
+57 Versatility","59 Armor
+118 Intellect
+2,358 Stamina
+82 Critical Strike
+58 Versatility","60 Armor
+122 Intellect
+2,440 Stamina
+83 Critical Strike
+58 Versatility","61 Armor
+125 Intellect
+2,527 Stamina
+84 Critical Strike
+59 Versatility",https://www.wowhead.com/item=251137
Toxin-Coated Warstaff,273788,"124 - 186 Damage
Speed 3.60
(43.1 damage per second)
+838 [Agility or Intellect]
+2,794 Stamina
+104 Haste
+74 Mastery","128 - 192 Damage
Speed 3.60
(44.3 damage per second)
+862 [Agility or Intellect]
+2,896 Stamina
+105 Haste
+75 Mastery","131 - 197 Damage
Speed 3.60
(45.6 damage per second)
+886 [Agility or Intellect]
+3,002 Stamina
+107 Haste
+76 Mastery","136 - 205 Damage
Speed 3.60
(47.4 damage per second)
+920 [Agility or Intellect]
+3,143 Stamina
+109 Haste
+77 Mastery","140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 [Agility or Intellect]
+3,254 Stamina
+110 Haste
+78 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 [Agility or Intellect]
+3,369 Stamina
+112 Haste
+79 Mastery",https://www.wowhead.com/item=273788
Unstable Felheart Crystal,250255,"+137 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 16125 of your health to infuse a target ally for 10 sec, absorbing 272535 damage. (2 Min Cooldown)","+141 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 16849 of your health to infuse a target ally for 10 sec, absorbing 284769 damage. (2 Min Cooldown)","+145 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 17601 of your health to infuse a target ally for 10 sec, absorbing 297477 damage. (2 Min Cooldown)","+150 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 18649 of your health to infuse a target ally for 10 sec, absorbing 315189 damage. (2 Min Cooldown)","+154 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 19470 of your health to infuse a target ally for 10 sec, absorbing 329072 damage. (2 Min Cooldown)","+159 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 20323 of your health to infuse a target ally for 10 sec, absorbing 343488 damage. (2 Min Cooldown)",https://www.wowhead.com/item=250255
Vessel of Last Rites,159648,"+419 Intellect
+1,397 Stamina
+52 Critical Strike
+37 Mastery","+431 Intellect
+1,448 Stamina
+53 Critical Strike
+37 Mastery","+443 Intellect
+1,501 Stamina
+53 Critical Strike
+38 Mastery","+460 Intellect
+1,572 Stamina
+54 Critical Strike
+38 Mastery","+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Mastery","+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Mastery",https://www.wowhead.com/item=159648
Vile Vial of Volatile Venom,273796,"+137 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 852 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 122 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+141 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 863 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 123 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+145 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 875 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 125 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+150 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 891 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 127 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+154 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 902 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 129 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+159 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 914 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 131 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""",https://www.wowhead.com/item=273796
